seed,file_stem,hardware_source,dev_bonafide_path,dev_digital1_path,dev_digital2_path,test_digital3_path,p_bonafide,p_digital1,p_digital2,p_digital3,margin_bonafide,margin_digital1,margin_digital2,margin_digital3,fixed_bonafide_attack,fixed_digital1_attack,fixed_digital2_attack,fixed_digital3_attack,fpr10_bonafide_attack,fpr10_digital1_attack,fpr10_digital2_attack,fpr10_digital3_attack,delta_p_d3_minus_d1,delta_p_d3_minus_d2,delta_p_d3_minus_mean_d1_d2,delta_margin_d3_minus_d1,delta_margin_d3_minus_d2,delta_margin_d3_minus_mean_d1_d2,d3_below_both_dev_attacks,d3_above_matched_bonafide,dev_attacks_fixed_detected_then_d3_missed,dev_attacks_fpr10_detected_then_d3_missed
8,turkiye-NM-1055,scan,train/bonafide/scan/turkiye-NM-1055.jpg,train/attack/digital_1/scan/turkiye-NM-1055.jpg,train/attack/digital_2/scan/turkiye-NM-1055.jpg,test/attack/digital_3/scan/turkiye-NM-1055.jpg,0.0046394386021078628,0.99999954872819874,0.99999737440567671,0.0064915778154202445,-5.3685116767883301,14.61119556427002,12.850200653076172,-5.0307369232177734,0,1,1,0,0,1,1,0,-0.99350797091277854,-0.99350579659025651,-0.99350688375151752,-19.641932487487793,-17.880937576293945,-18.761435031890869,1,1,1,1
8,ukraine-025_03,huawei,train/bonafide/huawei/ukraine-025_03.jpg,train/attack/digital_1/huawei/ukraine-025_03.jpg,train/attack/digital_2/huawei/ukraine-025_03.jpg,test/attack/digital_3/huawei/ukraine-025_03.jpg,0.0016257803391231127,0.99998479086086434,0.9996858776144788,0.0013265227954182869,-6.420140266418457,11.09359884262085,8.0654137134552002,-6.6238667964935303,0,1,1,0,0,1,1,0,-0.998658268065446,-0.99835935481906046,-0.99850881144225323,-17.71746563911438,-14.68928050994873,-16.203373074531555,1,0,1,1
8,ukraine-025_03,iphone15pro,train/bonafide/iphone15pro/ukraine-025_03.jpg,train/attack/digital_1/iphone15pro/ukraine-025_03.jpg,train/attack/digital_2/iphone15pro/ukraine-025_03.jpg,test/attack/digital_3/iphone15pro/ukraine-025_03.jpg,0.00023219272729636402,0.99999854912212316,0.99993888735578185,0.00018826051181543494,-8.3677105903625488,13.443340301513672,9.702730655670166,-8.5774955749511719,0,1,1,0,0,1,1,0,-0.99981028861030774,-0.99975062684396643,-0.99978045772713708,-22.020835876464844,-18.280226230621338,-20.150531053543091,1,0,1,1
8,ukraine-025_03,scan,train/bonafide/scan/ukraine-025_03.jpg,train/attack/digital_1/scan/ukraine-025_03.jpg,train/attack/digital_2/scan/ukraine-025_03.jpg,test/attack/digital_3/scan/ukraine-025_03.jpg,0.0021986873173671945,0.99985370164801834,0.99993432736619181,0.0025128645150825123,-6.1176936626434326,8.8297162055969238,9.6307625770568848,-5.9838159084320068,0,1,1,0,0,1,1,0,-0.99734083713293586,-0.99742146285110933,-0.99738114999202265,-14.813532114028931,-15.614578485488892,-15.214055299758911,1,1,1,1
8,ukraine-NF-1068,huawei,train/bonafide/huawei/ukraine-NF-1068.jpg,train/attack/digital_1/huawei/ukraine-NF-1068.jpg,train/attack/digital_2/huawei/ukraine-NF-1068.jpg,test/attack/digital_3/huawei/ukraine-NF-1068.jpg,0.0018615239392890241,0.99996299974807989,0.99994807071771574,0.0027396394272144434,-6.284496545791626,10.204548835754395,9.8655757904052734,-5.8971855640411377,0,1,1,0,0,1,1,0,-0.99722336032086545,-0.9972084312905013,-0.99721589580568337,-16.101734399795532,-15.762761354446411,-15.932247877120972,1,1,1,1
8,ukraine-NF-1068,iphone15pro,train/bonafide/iphone15pro/ukraine-NF-1068.jpg,train/attack/digital_1/iphone15pro/ukraine-NF-1068.jpg,train/attack/digital_2/iphone15pro/ukraine-NF-1068.jpg,test/attack/digital_3/iphone15pro/ukraine-NF-1068.jpg,0.0011389503695359183,0.9999929188120279,0.99986524059479687,0.0012366036803516938,-6.7765085697174072,11.858061790466309,8.9118847846984863,-6.6941492557525635,0,1,1,0,0,1,1,0,-0.99875631513167618,-0.99862863691444514,-0.99869247602306066,-18.552211046218872,-15.60603404045105,-17.079122543334961,1,1,1,1
8,ukraine-NF-1068,scan,train/bonafide/scan/ukraine-NF-1068.jpg,train/attack/digital_1/scan/ukraine-NF-1068.jpg,train/attack/digital_2/scan/ukraine-NF-1068.jpg,test/attack/digital_3/scan/ukraine-NF-1068.jpg,0.01588870584761394,0.99998947583347808,0.99997869704150621,0.01512577818944582,-4.1261304616928101,11.461825847625732,10.756643295288086,-4.176113486289978,0,1,1,0,1,1,1,1,-0.98486369764403225,-0.98485291885206039,-0.98485830824804632,-15.63793933391571,-14.932756781578064,-15.285348057746887,1,0,1,0
8,ukraine-NF-1073,huawei,train/bonafide/huawei/ukraine-NF-1073.jpg,train/attack/digital_1/huawei/ukraine-NF-1073.jpg,train/attack/digital_2/huawei/ukraine-NF-1073.jpg,test/attack/digital_3/huawei/ukraine-NF-1073.jpg,1.72075644097004e-05,0.99984836395388599,0.99988455757763861,2.4695583344840047e-05,-10.970144271850586,8.7938756942749023,9.0666232109069824,-10.608861446380615,0,1,1,0,0,1,1,0,-0.99982366837054115,-0.99985986199429377,-0.99984176518241752,-19.402737140655518,-19.675484657287598,-19.539110898971558,1,1,1,1
8,ukraine-NF-1073,iphone15pro,train/bonafide/iphone15pro/ukraine-NF-1073.jpg,train/attack/digital_1/iphone15pro/ukraine-NF-1073.jpg,train/attack/digital_2/iphone15pro/ukraine-NF-1073.jpg,test/attack/digital_3/iphone15pro/ukraine-NF-1073.jpg,0.00023748629974861655,0.99999943819949066,0.9999888072196661,0.00025781836297858891,-8.345163106918335,14.392118453979492,11.400230407714844,-8.2629973888397217,0,1,1,0,0,1,1,0,-0.99974161983651211,-0.99973098885668754,-0.99973630434659977,-22.655115842819214,-19.663227796554565,-21.15917181968689,1,1,1,1
8,ukraine-NF-1073,scan,train/bonafide/scan/ukraine-NF-1073.jpg,train/attack/digital_1/scan/ukraine-NF-1073.jpg,train/attack/digital_2/scan/ukraine-NF-1073.jpg,test/attack/digital_3/scan/ukraine-NF-1073.jpg,0.0012584430994270793,0.99845034275081634,0.99946654225089659,0.001271063678932417,-6.6766207218170166,6.4681706428527832,7.5355970859527588,-6.6666293144226074,0,1,1,0,0,1,1,0,-0.99717927907188397,-0.99819547857196422,-0.99768737882192404,-13.134799957275391,-14.202226400375366,-13.668513178825378,1,1,1,1
8,ukraine-NF-1106,huawei,train/bonafide/huawei/ukraine-NF-1106.jpg,train/attack/digital_1/huawei/ukraine-NF-1106.jpg,train/attack/digital_2/huawei/ukraine-NF-1106.jpg,test/attack/digital_3/huawei/ukraine-NF-1106.jpg,0.00025055174586586365,0.99996337785641909,0.9999987100440082,0.00031601973325625358,-8.2915945053100586,10.214820861816406,13.560901165008545,-8.0593898296356201,0,1,1,0,0,1,1,0,-0.99964735812316285,-0.99968269031075196,-0.99966502421695747,-18.274210691452026,-21.620290994644165,-19.947250843048096,1,1,1,1
8,ukraine-NF-1106,iphone15pro,train/bonafide/iphone15pro/ukraine-NF-1106.jpg,train/attack/digital_1/iphone15pro/ukraine-NF-1106.jpg,train/attack/digital_2/iphone15pro/ukraine-NF-1106.jpg,test/attack/digital_3/iphone15pro/ukraine-NF-1106.jpg,6.4856529439734042e-05,0.99998930893640015,0.99990451194809293,7.9077467072303904e-05,-9.6432681083679199,11.446091651916504,9.2564139366149902,-9.4450035095214844,0,1,1,0,0,1,1,0,-0.99991023146932789,-0.99982543448102068,-0.99986783297517423,-20.891095161437988,-18.701417446136475,-19.796256303787231,1,1,1,1
8,ukraine-NF-1106,scan,train/bonafide/scan/ukraine-NF-1106.jpg,train/attack/digital_1/scan/ukraine-NF-1106.jpg,train/attack/digital_2/scan/ukraine-NF-1106.jpg,test/attack/digital_3/scan/ukraine-NF-1106.jpg,0.0012948187050331021,0.9998971155669466,0.99999112627225328,0.0016360935310950075,-6.6480889320373535,9.1818013191223145,11.632406711578369,-6.4138064384460449,0,1,1,0,0,1,1,0,-0.99826102203585154,-0.99835503274115822,-0.99830802738850488,-15.595607757568359,-18.046213150024414,-16.820910453796387,1,1,1,1
8,usa-034_03,huawei,train/bonafide/huawei/usa-034_03.jpg,train/attack/digital_1/huawei/usa-034_03.jpg,train/attack/digital_2/huawei/usa-034_03.jpg,test/attack/digital_3/huawei/usa-034_03.jpg,7.0570396393746425e-06,0.9998880648961801,0.99999997921617401,5.9062301597915973e-06,-11.861477851867676,9.0974793434143066,17.689090728759766,-12.039496898651123,0,1,1,0,0,1,1,0,-0.99988215866602026,-0.99999407298601417,-0.99993811582601722,-21.13697624206543,-29.728587627410889,-25.432781934738159,1,0,1,1
8,usa-034_03,iphone15pro,train/bonafide/iphone15pro/usa-034_03.jpg,train/attack/digital_1/iphone15pro/usa-034_03.jpg,train/attack/digital_2/iphone15pro/usa-034_03.jpg,test/attack/digital_3/iphone15pro/usa-034_03.jpg,1.3181854002618639e-05,0.99999088993009566,0.99999999219125957,1.5086292989838438e-05,-11.236656188964844,11.606121063232422,18.668022155761719,-11.101708889007568,0,1,1,0,0,1,1,0,-0.99997580363710581,-0.99998490589826972,-0.99998035476768776,-22.70782995223999,-29.769731044769287,-26.238780498504639,1,1,1,1
8,usa-034_03,scan,train/bonafide/scan/usa-034_03.jpg,train/attack/digital_1/scan/usa-034_03.jpg,train/attack/digital_2/scan/usa-034_03.jpg,test/attack/digital_3/scan/usa-034_03.jpg,0.00015782690913106591,0.99999651888466212,0.9999998252605099,0.00017079231380513771,-8.7538537979125977,12.568154335021973,15.559969425201416,-8.674891471862793,0,1,1,0,0,1,1,0,-0.999825726570857,-0.99982903294670478,-0.99982737975878089,-21.243045806884766,-24.234860897064209,-22.738953351974487,1,1,1,1
8,usa-067_03,huawei,train/bonafide/huawei/usa-067_03.jpg,train/attack/digital_1/huawei/usa-067_03.jpg,train/attack/digital_2/huawei/usa-067_03.jpg,test/attack/digital_3/huawei/usa-067_03.jpg,0.00012304161987782935,0.99791151053927729,0.999985337067822,0.00015080757840006182,-9.0028648376464844,6.1692235469818115,11.130173206329346,-8.7993550300598145,0,1,1,0,0,1,1,0,-0.99776070296087727,-0.99983452948942197,-0.99879761622514962,-14.968578577041626,-19.92952823638916,-17.449053406715393,1,1,1,1
8,usa-067_03,iphone15pro,train/bonafide/iphone15pro/usa-067_03.jpg,train/attack/digital_1/iphone15pro/usa-067_03.jpg,train/attack/digital_2/iphone15pro/usa-067_03.jpg,test/attack/digital_3/iphone15pro/usa-067_03.jpg,2.1508225133177395e-05,0.99969187585941821,0.99996083096649502,2.9768912515277543e-05,-10.747053623199463,8.0846996307373047,10.147584915161133,-10.422016143798828,0,1,1,0,0,1,1,0,-0.99966210694690294,-0.99993106205397975,-0.99979658450044129,-18.506715774536133,-20.569601058959961,-19.538158416748047,1,1,1,1
8,usa-067_03,scan,train/bonafide/scan/usa-067_03.jpg,train/attack/digital_1/scan/usa-067_03.jpg,train/attack/digital_2/scan/usa-067_03.jpg,test/attack/digital_3/scan/usa-067_03.jpg,0.00013088076274395341,0.99999319424137678,0.99999842811967998,0.00014023659961850924,-8.9410929679870605,11.897734642028809,13.363236427307129,-8.8720393180847168,0,1,1,0,0,1,1,0,-0.9998529576417583,-0.9998581915200615,-0.9998555745809099,-20.769773960113525,-22.235275745391846,-21.502524852752686,1,1,1,1
8,usa-NF-1036,huawei,train/bonafide/huawei/usa-NF-1036.jpg,train/attack/digital_1/huawei/usa-NF-1036.jpg,train/attack/digital_2/huawei/usa-NF-1036.jpg,test/attack/digital_3/huawei/usa-NF-1036.jpg,0.055393966044003533,0.99999176827828462,0.99999998622808683,0.071274170299056694,-2.8362972736358643,11.707507133483887,18.100634574890137,-2.567279577255249,0,1,1,0,1,1,1,1,-0.92871759797922793,-0.92872581592903014,-0.92872170695412903,-14.274786710739136,-20.667914152145386,-17.471350431442261,1,1,1,0
8,usa-NF-1036,iphone15pro,train/bonafide/iphone15pro/usa-NF-1036.jpg,train/attack/digital_1/iphone15pro/usa-NF-1036.jpg,train/attack/digital_2/iphone15pro/usa-NF-1036.jpg,test/attack/digital_3/iphone15pro/usa-NF-1036.jpg,9.8295485397910254e-05,0.99999980810067624,0.99999994356956112,8.244152085671959e-05,-9.2274341583251953,15.466294765472412,16.69025707244873,-9.4033389091491699,0,1,1,0,0,1,1,0,-0.99991736657981956,-0.99991750204870444,-0.99991743431426205,-24.869633674621582,-26.0935959815979,-25.481614828109741,1,0,1,1
8,usa-NF-1036,scan,train/bonafide/scan/usa-NF-1036.jpg,train/attack/digital_1/scan/usa-NF-1036.jpg,train/attack/digital_2/scan/usa-NF-1036.jpg,test/attack/digital_3/scan/usa-NF-1036.jpg,0.0014420819132176582,0.99999480743588198,0.99999994282755,0.0011405686356580568,-6.5402243137359619,12.168277740478516,16.677193641662598,-6.7750871181488037,0,1,1,0,0,1,1,0,-0.99885423880022395,-0.99885937419189197,-0.9988568064960579,-18.943364858627319,-23.452280759811401,-21.19782280921936,1,0,1,1
8,usa-NF-1065,huawei,train/bonafide/huawei/usa-NF-1065.jpg,train/attack/digital_1/huawei/usa-NF-1065.jpg,train/attack/digital_2/huawei/usa-NF-1065.jpg,test/attack/digital_3/huawei/usa-NF-1065.jpg,0.00037759895875922998,0.99999082633919933,0.99999999761094593,0.00044986733786776107,-7.8813002109527588,11.599164962768555,19.852368354797363,-7.7061078548431396,0,1,1,0,0,1,1,0,-0.99954095900133155,-0.99955013027307815,-0.99954554463720491,-19.305272817611694,-27.558476209640503,-23.431874513626099,1,1,1,1
8,usa-NF-1065,iphone15pro,train/bonafide/iphone15pro/usa-NF-1065.jpg,train/attack/digital_1/iphone15pro/usa-NF-1065.jpg,train/attack/digital_2/iphone15pro/usa-NF-1065.jpg,test/attack/digital_3/iphone15pro/usa-NF-1065.jpg,4.1907664160070945e-05,0.99999997906177263,0.99999999513248006,3.1841213147148574e-05,-10.079999923706055,17.681689262390137,19.140681266784668,-10.354717254638672,0,1,1,0,0,1,1,0,-0.99996813784862548,-0.99996815391933291,-0.9999681458839792,-28.036406517028809,-29.49539852142334,-28.765902519226074,1,0,1,1
8,usa-NF-1065,scan,train/bonafide/scan/usa-NF-1065.jpg,train/attack/digital_1/scan/usa-NF-1065.jpg,train/attack/digital_2/scan/usa-NF-1065.jpg,test/attack/digital_3/scan/usa-NF-1065.jpg,0.0011144889183760834,0.9999998869187513,0.99999995866323432,0.0010645087594050942,-6.7982442378997803,15.995159149169922,17.001513481140137,-6.8441767692565918,0,1,1,0,0,1,1,0,-0.99893537815934619,-0.99893544990382921,-0.9989354140315877,-22.839335918426514,-23.845690250396729,-23.342513084411621,1,0,1,1
8,usa-NF-1076,huawei,train/bonafide/huawei/usa-NF-1076.jpg,train/attack/digital_1/huawei/usa-NF-1076.jpg,train/attack/digital_2/huawei/usa-NF-1076.jpg,test/attack/digital_3/huawei/usa-NF-1076.jpg,1.0092206505819658e-05,0.9991486467967019,0.99999985276749259,1.6364762339976717e-05,-11.503736972808838,7.0678317546844482,15.731252670288086,-11.020363807678223,0,1,1,0,0,1,1,0,-0.99913228203436188,-0.99998348800515258,-0.99955788501975718,-18.088195562362671,-26.751616477966309,-22.41990602016449,1,1,1,1
8,usa-NF-1076,iphone15pro,train/bonafide/iphone15pro/usa-NF-1076.jpg,train/attack/digital_1/iphone15pro/usa-NF-1076.jpg,train/attack/digital_2/iphone15pro/usa-NF-1076.jpg,test/attack/digital_3/iphone15pro/usa-NF-1076.jpg,3.4538365210838332e-07,0.99999529353230732,0.99999683171600873,3.7095482621008636e-07,-14.878609657287598,12.266568183898926,12.662317276000977,-14.807185173034668,0,1,1,0,0,1,1,0,-0.99999492257748113,-0.99999646076118254,-0.99999569166933178,-27.073753356933594,-27.469502449035645,-27.271627902984619,1,1,1,1
8,usa-NF-1076,scan,train/bonafide/scan/usa-NF-1076.jpg,train/attack/digital_1/scan/usa-NF-1076.jpg,train/attack/digital_2/scan/usa-NF-1076.jpg,test/attack/digital_3/scan/usa-NF-1076.jpg,1.8593592669830784e-05,0.99999951750432803,0.9999960787483132,1.9333875678052947e-05,-10.892674922943115,14.544293403625488,12.449095726013184,-10.85363245010376,0,1,1,0,0,1,1,0,-0.99998018362864993,-0.9999767448726351,-0.99997846425064252,-25.397925853729248,-23.302728176116943,-24.350327014923096,1,1,1,1
8,usa-NM-1038,huawei,train/bonafide/huawei/usa-NM-1038.jpg,train/attack/digital_1/huawei/usa-NM-1038.jpg,train/attack/digital_2/huawei/usa-NM-1038.jpg,test/attack/digital_3/huawei/usa-NM-1038.jpg,1.5212047534754139e-05,0.99381722909121994,0.999999818486211,1.5299361629641729e-05,-11.09340763092041,5.0797867774963379,15.521934032440186,-11.087684154510498,0,1,1,0,0,1,1,0,-0.99380192972959025,-0.99998451912458131,-0.99689322442708572,-16.167470932006836,-26.609618186950684,-21.38854455947876,1,1,1,1
8,usa-NM-1038,iphone15pro,train/bonafide/iphone15pro/usa-NM-1038.jpg,train/attack/digital_1/iphone15pro/usa-NM-1038.jpg,train/attack/digital_2/iphone15pro/usa-NM-1038.jpg,test/attack/digital_3/iphone15pro/usa-NM-1038.jpg,6.7655592442426945e-06,0.99999798213718394,0.99999990320667398,5.0470671999627347e-06,-11.903658866882324,13.11346960067749,16.150687694549561,-12.196698188781738,0,1,1,0,0,1,1,0,-0.99999293506998399,-0.99999485613947403,-0.99999389560472896,-25.310167789459229,-28.347385883331299,-26.828776836395264,1,0,1,1
8,usa-NM-1038,scan,train/bonafide/scan/usa-NM-1038.jpg,train/attack/digital_1/scan/usa-NM-1038.jpg,train/attack/digital_2/scan/usa-NM-1038.jpg,test/attack/digital_3/scan/usa-NM-1038.jpg,0.00027889187295841885,0.99999366252139632,0.99999998409928192,0.00020964418317686388,-8.1844074726104736,11.96902322769165,17.956901550292969,-8.4698891639709473,0,1,1,0,0,1,1,0,-0.9997840183382195,-0.99979033991610511,-0.99978717912716231,-20.438912391662598,-26.426790714263916,-23.432851552963257,1,0,1,1
9,arabic-024_03,huawei,train/bonafide/huawei/arabic-024_03.jpg,train/attack/digital_1/huawei/arabic-024_03.jpg,train/attack/digital_2/huawei/arabic-024_03.jpg,test/attack/digital_3/huawei/arabic-024_03.jpg,0.0017542908009297949,0.97835460091954052,0.99873784226123397,0.0020354179206853373,-6.3439347743988037,3.8110792636871338,6.6736695766448975,-6.195016622543335,0,1,1,0,0,1,1,0,-0.97631918299885523,-0.99670242434054868,-0.98651080366970201,-10.006095886230469,-12.868686199188232,-11.437391042709351,1,1,1,1
9,arabic-024_03,iphone15pro,train/bonafide/iphone15pro/arabic-024_03.jpg,train/attack/digital_1/iphone15pro/arabic-024_03.jpg,train/attack/digital_2/iphone15pro/arabic-024_03.jpg,test/attack/digital_3/iphone15pro/arabic-024_03.jpg,0.011735331004839953,0.14144158540803792,0.98750575043658129,0.013436270352938946,-4.4333465099334717,-1.8033679127693176,4.3699138164520264,-4.2962701320648193,0,0,1,0,0,1,1,0,-0.12800531505509896,-0.97406948008364236,-0.55103739756937065,-2.4929022192955017,-8.6661839485168457,-5.5795430839061737,1,1,0,1
9,arabic-024_03,scan,train/bonafide/scan/arabic-024_03.jpg,train/attack/digital_1/scan/arabic-024_03.jpg,train/attack/digital_2/scan/arabic-024_03.jpg,test/attack/digital_3/scan/arabic-024_03.jpg,0.0021662665247886657,0.99986360842352295,0.99974850761591272,0.0022068993817301779,-6.1325814723968506,8.8998441696166992,8.2878463268280029,-6.113957405090332,0,1,1,0,0,1,1,0,-0.99765670904179282,-0.99754160823418259,-0.99759915863798776,-15.013801574707031,-14.401803731918335,-14.707802653312683,1,1,1,1
9,arabic-120_03,huawei,train/bonafide/huawei/arabic-120_03.jpg,train/attack/digital_1/huawei/arabic-120_03.jpg,train/attack/digital_2/huawei/arabic-120_03.jpg,test/attack/digital_3/huawei/arabic-120_03.jpg,0.0015483124737473188,0.99978110660079678,0.99952554432685126,0.001889518423703286,-6.4690401554107666,8.4267067909240723,7.6528677940368652,-6.2695419788360596,0,1,1,0,0,1,1,0,-0.99789158817709345,-0.99763602590314793,-0.99776380704012069,-14.696248769760132,-13.922409772872925,-14.309329271316528,1,1,1,1
9,arabic-120_03,iphone15pro,train/bonafide/iphone15pro/arabic-120_03.jpg,train/attack/digital_1/iphone15pro/arabic-120_03.jpg,train/attack/digital_2/iphone15pro/arabic-120_03.jpg,test/attack/digital_3/iphone15pro/arabic-120_03.jpg,0.00071503564392983213,0.99951932365222795,0.99222029749172536,0.0007626117937193736,-7.2424628734588623,7.6398355960845947,4.8484270572662354,-7.1779985427856445,0,1,1,0,0,1,1,0,-0.99875671185850856,-0.99145768569800596,-0.99510719877825726,-14.817834138870239,-12.02642560005188,-13.42212986946106,1,1,1,1
9,arabic-120_03,scan,train/bonafide/scan/arabic-120_03.jpg,train/attack/digital_1/scan/arabic-120_03.jpg,train/attack/digital_2/scan/arabic-120_03.jpg,test/attack/digital_3/scan/arabic-120_03.jpg,0.0010734407782377144,0.99999616667480606,0.99960292810076246,0.0011938696966037757,-6.8358120918273926,12.471774101257324,7.830996036529541,-6.729360818862915,0,1,1,0,0,1,1,0,-0.99880229697820233,-0.99840905840415872,-0.99860567769118058,-19.201134920120239,-14.560356855392456,-16.880745887756348,1,1,1,1
9,arabic-NF-1048,huawei,train/bonafide/huawei/arabic-NF-1048.jpg,train/attack/digital_1/huawei/arabic-NF-1048.jpg,train/attack/digital_2/huawei/arabic-NF-1048.jpg,test/attack/digital_3/huawei/arabic-NF-1048.jpg,0.0085809206646479484,0.99998168660207554,0.999922782463048,0.010037328164116201,-4.749596118927002,10.907859325408936,9.4688067436218262,-4.5913562774658203,0,1,1,0,0,1,1,0,-0.98994435843795936,-0.98988545429893182,-0.98991490636844559,-15.499215602874756,-14.060163021087646,-14.779689311981201,1,1,1,1
9,arabic-NF-1048,iphone15pro,train/bonafide/iphone15pro/arabic-NF-1048.jpg,train/attack/digital_1/iphone15pro/arabic-NF-1048.jpg,train/attack/digital_2/iphone15pro/arabic-NF-1048.jpg,test/attack/digital_3/iphone15pro/arabic-NF-1048.jpg,0.0014386852965056741,0.99990614390421051,0.99479501886764243,0.0016698326900165808,-6.5425858497619629,9.2736539840698242,5.2529206275939941,-6.3933606147766113,0,1,1,0,0,1,1,0,-0.99823631121419398,-0.99312518617762591,-0.99568074869590995,-15.667014598846436,-11.646281242370605,-13.656647920608521,1,1,1,1
9,arabic-NF-1048,scan,train/bonafide/scan/arabic-NF-1048.jpg,train/attack/digital_1/scan/arabic-NF-1048.jpg,train/attack/digital_2/scan/arabic-NF-1048.jpg,test/attack/digital_3/scan/arabic-NF-1048.jpg,0.0093787158107174091,0.99999983418238081,0.99990278484924622,0.010842350871244395,-4.6598894596099854,15.612377166748047,9.2384867668151855,-4.5133938789367676,0,1,1,0,0,1,1,0,-0.9891574833111364,-0.98906043397800181,-0.98910895864456905,-20.125771045684814,-13.751880645751953,-16.938825845718384,1,1,1,1
9,arabic-NF-1098,huawei,train/bonafide/huawei/arabic-NF-1098.jpg,train/attack/digital_1/huawei/arabic-NF-1098.jpg,train/attack/digital_2/huawei/arabic-NF-1098.jpg,test/attack/digital_3/huawei/arabic-NF-1098.jpg,0.0024366984841878644,0.9999890248200114,0.99999990673749695,0.0027280574178277996,-6.0146715641021729,11.419863224029541,16.18784761428833,-5.9014337062835693,0,1,1,0,0,1,1,0,-0.99726096740218362,-0.99727184931966917,-0.99726640836092639,-17.32129693031311,-22.089281320571899,-19.705289125442505,1,1,1,1
9,arabic-NF-1098,iphone15pro,train/bonafide/iphone15pro/arabic-NF-1098.jpg,train/attack/digital_1/iphone15pro/arabic-NF-1098.jpg,train/attack/digital_2/iphone15pro/arabic-NF-1098.jpg,test/attack/digital_3/iphone15pro/arabic-NF-1098.jpg,0.00029987454128180496,0.99988758199033934,0.9999990368176257,0.00035382587121577535,-8.1118464469909668,9.0931739807128906,13.85302209854126,-7.9463517665863037,0,1,1,0,0,1,1,0,-0.99953375611912354,-0.9996452109464099,-0.99958948353276666,-17.039525747299194,-21.799373865127563,-19.419449806213379,1,1,1,1
9,arabic-NF-1098,scan,train/bonafide/scan/arabic-NF-1098.jpg,train/attack/digital_1/scan/arabic-NF-1098.jpg,train/attack/digital_2/scan/arabic-NF-1098.jpg,test/attack/digital_3/scan/arabic-NF-1098.jpg,0.00026411506149616698,0.99999983921330193,0.99999991909733554,0.00029749032390203131,-8.2388615608215332,15.643187046051025,16.330018997192383,-8.1198313236236572,0,1,1,0,0,1,1,0,-0.99970234888939991,-0.99970242877343352,-0.99970238883141671,-23.763018369674683,-24.44985032081604,-24.106434345245361,1,1,1,1
9,arabic-NM-1090,huawei,train/bonafide/huawei/arabic-NM-1090.jpg,train/attack/digital_1/huawei/arabic-NM-1090.jpg,train/attack/digital_2/huawei/arabic-NM-1090.jpg,test/attack/digital_3/huawei/arabic-NM-1090.jpg,0.001920434846277054,0.99857710384291054,0.99871670157257142,0.0018707427970165536,-6.2532813549041748,6.5536370277404785,6.6570374965667725,-6.2795472145080566,0,1,1,0,0,1,1,0,-0.99670636104589394,-0.99684595877555482,-0.99677615991072432,-12.833184242248535,-12.936584711074829,-12.884884476661682,1,0,1,1
9,arabic-NM-1090,iphone15pro,train/bonafide/iphone15pro/arabic-NM-1090.jpg,train/attack/digital_1/iphone15pro/arabic-NM-1090.jpg,train/attack/digital_2/iphone15pro/arabic-NM-1090.jpg,test/attack/digital_3/iphone15pro/arabic-NM-1090.jpg,0.0010281234642210389,0.98710391782761053,0.87139682393127493,0.0011433297527669343,-6.8789913654327393,4.3378517627716064,1.9133659601211548,-6.7726664543151855,0,1,1,0,0,1,1,0,-0.98596058807484355,-0.87025349417850795,-0.92810704112667575,-11.110518217086792,-8.6860324144363403,-9.8982753157615662,1,1,1,1
9,arabic-NM-1090,scan,train/bonafide/scan/arabic-NM-1090.jpg,train/attack/digital_1/scan/arabic-NM-1090.jpg,train/attack/digital_2/scan/arabic-NM-1090.jpg,test/attack/digital_3/scan/arabic-NM-1090.jpg,0.0006352451253261454,0.9999831416529732,0.99884694280764008,0.00062685341649796461,-7.3608641624450684,10.990647792816162,6.7641847133636475,-7.3741707801818848,0,1,1,0,0,1,1,0,-0.99935628823647527,-0.99822008939114215,-0.99878818881380871,-18.364818572998047,-14.138355493545532,-16.25158703327179,1,0,1,1
9,chinese-001_03,huawei,train/bonafide/huawei/chinese-001_03.jpg,train/attack/digital_1/huawei/chinese-001_03.jpg,train/attack/digital_2/huawei/chinese-001_03.jpg,test/attack/digital_3/huawei/chinese-001_03.jpg,6.7495211751295579e-05,0.66609033122811145,0.99971215130357893,7.5239849251463426e-05,-9.603386402130127,0.69055479019880295,8.1527876853942871,-9.4947543144226074,0,1,1,0,0,1,1,0,-0.66601509137885995,-0.99963691145432743,-0.83282600141659369,-10.18530910462141,-17.647541999816895,-13.916425552219152,1,1,1,1
9,chinese-001_03,iphone15pro,train/bonafide/iphone15pro/chinese-001_03.jpg,train/attack/digital_1/iphone15pro/chinese-001_03.jpg,train/attack/digital_2/iphone15pro/chinese-001_03.jpg,test/attack/digital_3/iphone15pro/chinese-001_03.jpg,0.00014145855506113569,0.93521854964333617,0.99960255128787723,0.00016022458667860347,-8.8633623123168945,2.6697609424591064,7.8300471305847168,-8.7387738227844238,0,1,1,0,0,1,1,0,-0.93505832505665754,-0.99944232670119859,-0.96725032587892812,-11.40853476524353,-16.568820953369141,-13.988677859306335,1,1,1,1
